url,name,img,name_short,email,city,party,type_nominal,type,circunscription,comission,comity,official_charge,name,comision_charge
"https://diputados.gob.bo/diputados/ronald-huanca-lopez","Ronald Huanca López","https://diputados.gob.bo/wp-content/uploads/2022/01/102-Ronald-Huanca-Lopez-ORURO-2-e1724966942690.jpg","Ronald Huanca López","ronald.huanca@diputados.bo","Oruro","CC (Comunidad Ciudadana)","Plurinominal","Titular","","Comisión de Economía Plural, Producción e Industria","Comité de Economía Comunitaria y Social Cooperativa","","ronald-huanca-lopez","Vocal"
"https://diputados.gob.bo/diputados/rosa-tatiana-anez-carrasco","Rosa Tatiana Añez Carrasco","https://diputados.gob.bo/wp-content/uploads/2022/01/60-Rosa-Tatiana-Anez-Carrasco-SANTA-CRUZ-2-e1724964490173.jpg","Rosa Tatiana Añez Carrasco","rosa.anez@diputados.bo","Santa Cruz","CREEMOS","Uninominal","Titular","C-47","Comisión de Organización Territorial del Estado y Autonomías","Comité de Autonomías Departamentales","","rosa-tatiana-anez-carrasco","Vocal"
"https://diputados.gob.bo/diputados/rosario-garcia-onofre","Rosario García Onofre","https://diputados.gob.bo/wp-content/uploads/2022/01/04-Rosario-Garcia-Onofre-Primera-Secretaria-e1724947642630.jpg","Rosario García Onofre","rosario.garcia@diputados.bo","Cochabamba","MAS IPSP (Movimiento Al Socialismo)","Uninominal","Titular","C-27","","","Primera Secretaría","rosario-garcia-onofre",""
"https://diputados.gob.bo/diputados/roy-suarez-medina","Roy Suárez Medina","https://diputados.gob.bo/wp-content/uploads/2022/01/130-Roy-Suarez-Medina-PANDO-3-e1724968661984.jpg","Roy Suárez Medina","roy.suarez@diputados.bo","Pando","MAS IPSP (Movimiento Al Socialismo)","Uninominal","Titular","C-63","Comisión de Justicia Plural, Ministerio Público y Defensa Legal del Estado","Comité de Jurisdicción Indígena Originaria Campesina","","roy-suarez-medina","Vocal"
"https://diputados.gob.bo/diputados/runy-elvio-callau-monasterio","Runy Elvio Callau Monasterio","https://diputados.gob.bo/wp-content/uploads/2022/01/63-Runy-Elvio-Callau-Monasterio-SANTA-CRUZ-2-e1724964639797.jpg","Runy Elvio Callau Monasterio","runy.callau@diputados.bo","Santa Cruz","CREEMOS","Uninominal","Titular","C-51","Comisión de Educación y Salud","Comité de Educación","","runy-elvio-callau-monasterio","Vocal"
"https://diputados.gob.bo/diputados/sabina-hilda-condori-calle","Sabina Hilda Condori Calle","https://diputados.gob.bo/wp-content/uploads/2022/01/19-Sabina-Hilda-Condori-Calle-LA-PAZ-2-e1724957058312.jpg","Sabina Hilda Condori Calle","sabina.condori@diputados.bo","La Paz","MAS IPSP (Movimiento Al Socialismo)","Uninominal","Titular","C-12","Comisión de Economía Plural, Producción e Industria","Comité de Minería y Metalurgia","","sabina-hilda-condori-calle","Vocal"
"https://diputados.gob.bo/diputados/samantha-andrea-kersim-nogales-arispe","Samantha Andrea Kersim Nogales Arispe","https://diputados.gob.bo/wp-content/uploads/2022/01/56-Samantha-Nogales-Arispe-COCHABAMBA-e1724964322284.jpg","Samantha Andrea Kersim Nogales Arispe","samantha.nogales@diputados.bo","Cochabamba","CC (Comunidad Ciudadana)","Plurinominal","Titular","","Comisión de Política Internacional y Protección al Migrante","Comité de Relaciones Económicas Internacionales","","samantha-andrea-kersim-nogales-arispe","Secretaria"
"https://diputados.gob.bo/diputados/sandra-paz-mendez","Sandra Paz Méndez","https://diputados.gob.bo/wp-content/uploads/2022/01/80-Sandra-Paz-Mendez-SANTA-CRUZ-1-e1724965676140.jpg","Sandra Paz Méndez","sandra.paz@diputados.bo","Santa Cruz","CREEMOS","Plurinominal","Titular","","Comisión de Justicia Plural, Ministerio Público y Defensa Legal del Estado","Comité de Jurisdicción Ordinaria y Consejo de la Magistratura","","sandra-paz-mendez","Vocal"
"https://diputados.gob.bo/diputados/santos-mamani-espinoza","Santos Mamani Espinoza","https://diputados.gob.bo/wp-content/uploads/2022/01/54-Santos-Mamani-Espinoza-COCHABAMBA-2-e1724964211590.jpg","Santos Mamani Espinoza","santos.mamani@diputados.bo","Cochabamba","MAS IPSP (Movimiento Al Socialismo)","Uninominal","Titular","C-21","Comisión de Política Social","Comité de Seguridad Social y de Protección Social","","santos-mamani-espinoza","Vocal"
"https://diputados.gob.bo/diputados/sarah-vania-crespo-arze","Sarah Vania Crespo Arze","https://diputados.gob.bo/wp-content/uploads/2022/01/120-Sarah-Vania-Crespo-Arze-BENI-2-e1724968109851.jpg","Sarah Vania Crespo Arze","sarah.crespo@diputados.bo","Beni","MAS IPSP (Movimiento Al Socialismo)","Plurinominal","Titular","","Comisión de Justicia Plural, Ministerio Público y Defensa Legal del Estado","Comité de Jurisdicción Ordinaria y Consejo de la Magistratura","","sarah-vania-crespo-arze","Vocal"
"https://diputados.gob.bo/diputados/saul-octavio-lara-torrico","Saúl Octavio Lara Torrico","https://diputados.gob.bo/wp-content/uploads/2022/01/51-Saul-Octavio-Lara-Torrico-COCHABAMBA-2-e1724964099585.jpg","Saúl Octavio Lara Torrico","saul.lara@diputados.bo","Cochabamba","CC (Comunidad Ciudadana)","Plurinominal","Titular","","Comisión de Planificación, Política Económica y Finanzas","Comité de Planificación e Inversión Pública","","saul-octavio-lara-torrico","Vocal"
"https://diputados.gob.bo/diputados/sebastian-divico-muchairo","Sebastián Divico Muchairo","https://diputados.gob.bo/wp-content/uploads/2022/01/126-Sebastian-Divico-Muchairo-PANDO-2-e1724968456614.jpg","Sebastián Divico Muchairo","sebastian.divico@diputados.bo","Pando","CC (Comunidad Ciudadana)","Plurinominal","Titular","","Comisión de Educación y Salud","Comité de Salud, Deportes y Recreación","","sebastian-divico-muchairo","Secretario"
"https://diputados.gob.bo/diputados/senaida-rojas-banegas","Senaida Rojas Banegas","https://diputados.gob.bo/wp-content/uploads/2022/01/82-Senaida-Rojas-Banegas-SANTA-CRUZ-2-e1724965796375.jpg","Senaida Rojas Banegas","senaida.rojas@diputados.bo","Santa Cruz","CC (Comunidad Ciudadana)","Plurinominal","Titular","","Comisión de Política Internacional y Protección al Migrante","Comité de Relaciones Económicas Internacionales","","senaida-rojas-banegas","Vocal"
"https://diputados.gob.bo/diputados/sergio-maniguary-moura","Sergio Maniguary Moura","https://diputados.gob.bo/wp-content/uploads/2022/01/127-Sergio-Maniguary-Moura-PANDO-1-e1724968507876.jpg","Sergio Maniguary Moura","sergio.maniguary@diputados.bo","Pando","CREEMOS","Plurinominal","Titular","","","Comité de Defensa, FF.AA., Frontera y Defensa Civil","","sergio-maniguary-moura",""
"https://diputados.gob.bo/diputados/tacni-elvis-mendoza-mendoza","Tacni Elvis Mendoza Mendoza","https://diputados.gob.bo/wp-content/uploads/2022/01/128-Tacni-Elvis-Mendoza-Mendoza-PANDO-2-e1724968562663.jpg","Tacni Elvis Mendoza Mendoza","tacni.mendoza@diputados.bo","Pando","MAS IPSP (Movimiento Al Socialismo)","Especial","Titular","","Comisión de Naciones y Pueblos Indígena Originario Campesino, Culturas e Interculturalidad","Comité de Naciones y Pueblos Indígena Originario Campesinos","","tacni-elvis-mendoza-mendoza","Secretaria"
"https://diputados.gob.bo/diputados/tania-rosmery-paniagua-mafaile","Tania Rosmery Paniagua Mafaile","https://diputados.gob.bo/wp-content/uploads/2022/01/79-Tania-Rosmery-Paniagua-Mafaile-SANTA-CRUZ-2-e1724965623859.jpg","Tania Rosmery Paniagua Mafaile","tania.paniagua@diputados.bo","Santa Cruz","MAS IPSP (Movimiento Al Socialismo)","Uninominal","Titular","C-53","Comisión de Región Amazónica, Tierra, Territorio, Agua, Recursos Naturales y Medio Ambiente","Comité de Región Amazónica, Tierra y Territorio","","tania-rosmery-paniagua-mafaile","Vocal"
"https://diputados.gob.bo/diputados/tito-caero-vargas","Tito Caero Vargas","https://diputados.gob.bo/wp-content/uploads/2022/01/62-Tito-Caero-Vargas-SANTA-CRUZ-2-e1724964587176.jpg","Tito Caero Vargas","tito.caero@diputados.bo","Santa Cruz","CREEMOS","Plurinominal","Titular","","Comisión de Política Social","","","tito-caero-vargas","Presidente"
"https://diputados.gob.bo/diputados/toribia-lero-quispe","Toribia Lero Quispe","https://diputados.gob.bo/wp-content/uploads/2022/01/52-Toribia-Lero-Quispe-COCHABAMBA-2-e1724964152361.jpg","Toribia Lero Quispe","toribia.lero@diputados.bo","Cochabamba","CC (Comunidad Ciudadana)","Plurinominal","Titular","","Comisión de Organización Territorial del Estado y Autonomías","Comité de Autonomías Indígena Originaria Campesina","","toribia-lero-quispe","Secretaria"
"https://diputados.gob.bo/diputados/veronica-challco-tapia","Verónica Challco Tapia","https://diputados.gob.bo/wp-content/uploads/2022/01/02-Veronica-Challco-Tapia-Primera-Viceprecidencia-e1724947461210.jpg","Verónica Challco Tapia","veronica.challco@diputados.bo","La Paz","MAS IPSP (Movimiento Al Socialismo)","Especial","Titular","","","","Primera Vicepresidencia","veronica-challco-tapia",""
"https://diputados.gob.bo/diputados/vicente-condori-rodriguez","Vicente Condori Rodríguez","https://diputados.gob.bo/wp-content/uploads/2022/01/67-Vicente-Condori-Rodriguez-SANTA-CRUZ-2-e1724964856159.jpg","Vicente Condori Rodríguez","vicente.condori@diputados.bo","Santa Cruz","MAS IPSP (Movimiento Al Socialismo)","Uninominal","Titular","C-56","Comisión de Economía Plural, Producción e Industria","","","vicente-condori-rodriguez","Presidente"
"https://diputados.gob.bo/diputados/walter-pablo-arizaga-ruiz","Walter Pablo Arizaga Ruiz","https://diputados.gob.bo/wp-content/uploads/2022/01/02-Walter-Pablo-Arizaga-Ruiz-CHUQUISACA-1-e1724946801394.jpg","Walter Pablo Arizaga Ruiz","walter.arizaga@diputados.bo","Chuquisaca","CC (Comunidad Ciudadana)","Uninominal","Titular","C-1","Comisión de Constitución, Legislación y Sistema Electoral","Comité de Desarrollo Constitucional y Legislación","","walter-pablo-arizaga-ruiz","Vocal"
"https://diputados.gob.bo/diputados/walter-villagra-romay","Walter Villagra Romay","https://diputados.gob.bo/wp-content/uploads/2022/01/37-Walter-Villagra-Romay-LA-PAZ-1-e1724962074691.jpg","Walter Villagra Romay","walter.villagra@diputados.bo","La Paz","CC (Comunidad Ciudadana)","Plurinominal","Titular","","Comisión de Política Social","Comité de Seguridad Social y de Protección Social","","walter-villagra-romay","Secretario"
"https://diputados.gob.bo/diputados/walthy-mauricio-eguez-paz","Walthy Mauricio Egüez Paz","https://diputados.gob.bo/wp-content/uploads/2022/01/68-Walthy-Mauricio-Eguez-Paz-SANTA-CRUZ-2-e1724964908724.jpg","Walthy Mauricio Egüez Paz","walthy.eguez@diputados.bo","Santa Cruz","CREEMOS","Uninominal","Titular","C-44","Comisión de Política Social","","","walthy-mauricio-eguez-paz","presidencia"
"https://diputados.gob.bo/diputados/zulay-mamani-apaza","Zulay Mamani Apaza","https://diputados.gob.bo/wp-content/uploads/2022/01/25-Zulay-Mamani-Apaza-LA-PAZ-2-e1724959598557.jpg","Zulay Mamani Apaza","zulay.mamani@diputados.bo","La Paz","MAS IPSP (Movimiento Al Socialismo)","Uninominal","Titular","C-15","Comisión de Planificación, Política Económica y Finanzas","Comité de Presupuesto, Política Tributaria y Contraloría","","zulay-mamani-apaza","Vocal"
